NUMBER NAME & STATE/COUNTRY                                LAT   LON     ELEV (meters)
724075 MILLVILLE                                    NJ US  3922N 07504W    25   
724080 PHILADELPHIA: INT'L AIRPORT                  PA US  3953N 07515W     9   
724085 PHILADELPHIA: NORTHEAST AIRPORT              PA US  4005N 07501W    37   
724086 PHILADELPHIA: WILLOW GROVE NAS               PA US  4012N 07509W   110   
724088 DOVER: AFB                                   DE US  3908N 07528W     9   
724089 WILMINGTON                                   DE US  3941N 07536W    24   
724096 TRENTON/WRIGHTSTOWN: MCGUIRE AFB             NJ US  4001N 07436W    41   
724100 LYNCHBURG                                    VA US  3720N 07912W   286   
724110 ROANOKE                                      VA US  3719N 07958W   358   
724125 BLUEFIELD                                    WV US  3718N 08112W   871   
724140 CHARLESTON                                   WV US  3822N 08136W   299   
724170 ELKINS                                       WV US  3853N 07951W   609   
724175 CLARKSBURG                                   WV US  3918N 08014W   367   
724176 MORGANTOWN                                   WV US  3939N 07955W   380   
724177 MARTINSBURG                                  WV US  3924N 07759W   170   
724210 COVINGTON/CINCINNATI OH: INT'L AIRPORT       KY US  3903N 08440W   267   
724220 LEXINGTON                                    KY US  3802N 08436W   301   
724230 LOUISVILLE                                   KY US  3811N 08544W   149   
724236 JACKSON                                      KY US  3736N 08319W   421   
724240 FORT KNOX: GODMAN AAF                        KY US  3754N 08558W   230   
724243 LONDON/CORBIN (723290: 723291: 723293)       KY US  3705N 08405W   369   
724250 HUNTINGTON                                   WV US  3822N 08233W   255   
724273 PARKERSBURG (724270: 724271)                 WV US  3921N 08126W   262   
724280 COLUMBUS: INT'L AIRPORT                      OH US  4000N 08253W   249   
724285 COLUMBUS: RICKENBACKER AFB                   OH US  3949N 08256W   227   
724286 ZANESVILLE                                   OH US  3957N 08154W   274   
724290 DAYTON: INT'L AIRPORT                        OH US  3954N 08412W   306   
724297 CINCINNATI: LUNKEN FIELD                     OH US  3906N 08425W   147   
724320 EVANSVILLE                                   IN US  3803N 08732W   118   
724338 BELLEVILLE: SCOTT AFB                        IL US  3833N 08951W   138   
724340 ST. LOUIS: INT'L AIRPORT                     MO US  3845N 09022W   172   
724345 CHESTERFIELD: SPIRIT OF ST. LOUIS AIRPORT    MO US  3840N 09039W   141   
724350 PADUCAH (746715)                             KY US  3704N 08846W   126   
724373 TERRE HAUTE (724370: 724371)                 IN US  3927N 08719W   178   
724380 INDIANAPOLIS                                 IN US  3944N 08616W   246   
724386 LAFAYETTE: PURDUE UNIV.                      IN US  4025N 08656W   185   
724390 SPRINGFIELD                                  IL US  3951N 08940W   187   
724396 QUINCY                                       IL US  3957N 09112W   234   
724400 SPRINGFIELD                                  MO US  3714N 09323W   387   
724450 COLUMBIA                                     MO US  3849N 09213W   274   
724455 KIRKSVILLE                                   MO US  4006N 09233W   294   
724456 VICHY/ROLLA                                  MO US  3808N 09146W   350   
724460 KANSAS CITY                                  MO US  3919N 09443W   312   
724467 WARRENSBURG/SEDALIA: WHITEMAN AFB            MO US  3844N 09333W   265   
724500 WICHITA: AIRPORT                             KS US  3739N 09726W   408   
724505 WICHITA: MCCONNELL AFB                       KS US  3737N 09716W   418   
724506 HUTCHINSON                                   KS US  3804N 09752W   470   
724507 CHANUTE                                      KS US  3740N 09529W   305   
724510 DODGE CITY                                   KS US  3746N 09958W   790   
724515 GARDEN CITY                                  KS US  3756N 10043W   881   
724550 FT RILEY: MARSHALL AAF                       KS US  3903N 09646W   325   
724555 MANHATTAN                                    KS US  3908N 09640W   322   
724556 EMPORIA                                      KS US  3820N 09611W   368   
724560 TOPEKA                                       KS US  3904N 09537W   270   
724580 CONCORDIA                                    KS US  3933N 09739W   452   
724585 RUSSELL                                      KS US  3852N 09849W   568   
724586 SALINA                                       KS US  3848N 09739W   388   
724620 ALAMOSA                                      CO US  3727N 10552W  2299   
724635 LA JUNTA                                     CO US  3803N 10331W  1292   
724640 PUEBLO                                       CO US  3817N 10431W  1439   
724645 TRINIDAD                                     CO US  3716N 10420W  1756   
724650 GOODLAND                                     KS US  3922N 10142W  1124   
724660 COLORADO SPRINGS                             CO US  3849N 10443W  1881   
724665 LIMON                                        CO US  3916N 10340W  1635   
724675 EAGLE                                        CO US  3939N 10655W  1993   
724690 DENVER                                       CO US  3945N 10452W  1625   
724698 AKRON                                        CO US  4010N 10313W  1431   
724699 BOULDER                                      CO US  3955N 10507W  1724   
724700 PRICE                                        UT US  3937N 11045W  1799   
724755 CEDAR CITY                                   UT US  3742N 11306W  1714   
724760 GRAND JUNCTION                               CO US  3907N 10832W  1475   
724810 MERCED: CASTLE AFB                           CA US  3723N 12034W    57   
724835 SACRAMENTO: MATHER FIELD                     CA US  3833N 12118W    29   
724836 SACRAMENTO: MCCLELLAN AFB                    CA US  3840N 12124W    23   
724837 MARYSVILLE/YUBA CITY: BEALE AFB              CA US  3908N 12126W    34   
724839 SACRAMENTO: METRO                            CA US  3842N 12135W     7   
724855 TONOPAH                                      NV US  3803N 11705W  1654   
724860 ELY                                          NV US  3917N 11451W  1909   
724870 CALIENTE                                     NV US  3737N 11431W  1335   
724880 RENO                                         NV US  3930N 11947W  1341   
724915 MONTEREY                                     CA US  3635N 12151W    77   
724917 SALINAS                                      CA US  3640N 12136W    26   
724920 STOCKTON                                     CA US  3754N 12115W     8   
724940 SAN FRANCISCO                                CA US  3737N 12223W     5   
724945 SAN JOSE                                     CA US  3722N 12156W    17   
725020 NEWARK                                       NJ US  4042N 07410W     9   
725025 TETERBORO                                    NJ US  4051N 07404W     3   
725030 NEW YORK: LA GUARDIA AIRPORT                 NY US  4046N 07354W     9   
725035 CENTRAL ISLIP                                NY US  4048N 07306W    30   
725036 POUGHKEEPSIE                                 NY US  4138N 07353W    51   
725037 WHITE PLAINS                                 NY US  4104N 07342W   134   
725038 NEWBURGH                                     NY US  4130N 07406W   150   
725040 BRIDGEPORT                                   CT US  4110N 07308W     5   
725060 EAST FALMOUTH: OTIS ANGB                     MA US  4139N 07031W    40   
725070 PROVIDENCE                                   RI US  4144N 07126W    19   
725080 WINDSOR LOCKS: BRADLEY FIELD                 CT US  4156N 07241W    55   
725087 HARTFORD: BRAINARD FIELD                     CT US  4144N 07239W     6   
725090 BOSTON                                       MA US  4222N 07102W     9   
725095 WORCESTER                                    MA US  4216N 07153W   308   
725097 WEYMOUTH: SOUTH WEYMOUTH NAS                 MA US  4209N 07056W    49   
725115 HARRISBURG                                   PA US  4012N 07646W    94   
725116 LANCASTER                                    PA US  4007N 07618W   123   
725125 DU BOIS                                      PA US  4111N 07854W   554   
725126 ALTOONA                                      PA US  4018N 07819W   458   
725127 JOHNSTOWN                                    PA US  4019N 07850W   696   
725130 WILKES-BARRE/SCRANTON                        PA US  4120N 07544W   289   
725140 WILLIAMSPORT                                 PA US  4115N 07655W   160   
725150 BINGHAMTON                                   NY US  4213N 07559W   497   
725156 ELMIRA/CORNING                               NY US  4210N 07654W   291   
725170 ALLENTOWN                                    PA US  4039N 07526W   117   
725180 ALBANY                                       NY US  4245N 07348W    89   
725185 GLENS FALLS                                  NY US  4320N 07337W   100   
725190 SYRACUSE                                     NY US  4307N 07607W   124   
725196 ROME: GRIFFISS AFB                           NY US  4314N 07524W   154   
725200 PITTSBURGH: PITTSBURGH INT'L AIRPORT         PA US  4030N 08013W   373   
725205 PITTSBURGH: ALLEGHENY CO. AIRPORT            PA US  4021N 07956W   382   
725210 AKRON/CANTON                                 OH US  4055N 08126W   377   
725240 CLEVELAND                                    OH US  4125N 08152W   245   
725246 MANSFIELD                                    OH US  4049N 08231W   395   
725250 YOUNGSTOWN                                   OH US  4116N 08040W   361   
725260 ERIE                                         PA US  4205N 08011W   225   
725266 BRADFORD                                     PA US  4148N 07838W   653   
725280 BUFFALO                                      NY US  4256N 07844W   215   
725287 NIAGARA FALLS                                NY US  4306N 07857W   180   
725290 ROCHESTER                                    NY US  4307N 07740W   169   
725300 CHICAGO: O'HARE INT'L AIRPORT                IL US  4159N 08754W   205   
725305 WEST CHICAGO                                 IL US  4155N 08815W   231   
725306 GLENVIEW: NAS                                IL US  4205N 08749W   199   
725315 CHAMPAIGN/URBANA                             IL US  4002N 08817W   230   
725316 DECATUR                                      IL US  3950N 08852W   208   
725320 PEORIA                                       IL US  4040N 08941W   202   
725330 FORT WAYNE                                   IN US  4100N 08512W   252   
725335 PERU: GRISSOM AFB                            IN US  4039N 08609W   247   
725340 CHICAGO: MEIGS FIELD                         IL US  4147N 08745W   190   
725350 SOUTH BEND                                   IN US  4142N 08619W   236   
725360 TOLEDO                                       OH US  4136N 08348W   211   
725366 FINDLAY                                      OH US  4101N 08340W   247   
725370 DETROIT: METRO                               MI US  4214N 08320W   202   
725376 DETROIT: WILLOW RUN                          MI US  4214N 08332W   218   
725377 MOUNT CLEMENS: SELFRIDGE ANGB                MI US  4237N 08250W   177   
725386 HARBOR BEACH                                 MI US  4401N 08248W   183   
725387 COPPER HARBOR                                MI US  4727N 08754W   186   
725390 LANSING                                      MI US  4246N 08436W   266   
725395 JACKSON                                      MI US  4216N 08428W   305   
725400 SPICKARD/TRENTON                             MO US  4015N 09343W   270   
725430 ROCKFORD                                     IL US  4212N 08906W   226   
725440 MOLINE/DAVENPORT IA                          IL US  4127N 09031W   181   
725450 CEDAR RAPIDS                                 IA US  4153N 09142W   265   
725455 BURLINGTON                                   IA US  4047N 09108W   213   
725460 DES MOINES                                   IA US  4132N 09339W   294   
725465 OTTUMWA                                      IA US  4106N 09227W   258   
725466 LAMONI                                       IA US  4037N 09357W   342   
725470 DUBUQUE                                      IA US  4224N 09042W   329   
725480 WATERLOO                                     IA US  4233N 09224W   268   
725485 MASON CITY                                   IA US  4309N 09320W   370   
725490 FORT DODGE                                   IA US  4233N 09411W   355   
725500 OMAHA: EPPLEY AIRFIELD                       NE US  4118N 09554W   299   
725510 LINCOLN                                      NE US  4051N 09645W   362   
725520 GRAND ISLAND                                 NE US  4058N 09819W   566   
725530 OMAHA: WSO                                   NE US  4122N 09601W   406   
725540 BELLEVUE: OFFUTT AFB                         NE US  4107N 09555W   319   
725560 NORFOLK                                      NE US  4159N 09726W   473   
725570 SIOUX CITY                                   IA US  4224N 09623W   336   
725610 SIDNEY                                       NE US  4106N 10259W  1312   
725620 NORTH PLATTE                                 NE US  4108N 10041W   849   
725640 CHEYENNE: WARREN AFB                         WY US  4109N 10449W  1872   
725645 LARAMIE                                      WY US  4119N 10540W  2218   
725660 SCOTTSBLUFF                                  NE US  4152N 10336W  1206   
725670 VALENTINE                                    NE US  4252N 10033W   792   
725690 CASPER                                       WY US  4255N 10628W  1612   
725700 CRAIG                                        CO US  4030N 10732W  1915   
725720 SALT LAKE CITY                               UT US  4047N 11158W  1288   
725744 ROCK SPRINGS (725740: 725741)                WY US  4136N 10904W  2060   
725755 OGDEN: HILL AFB                              UT US  4107N 11158W  1459   
725760 LANDER                                       WY US  4249N 10844W  1694   
725780 POCATELLO                                    ID US  4255N 11236W  1365   
725784 ELK CITY                                     ID US  4549N 11526W  1249   
725785 IDAHO FALLS                                  ID US  4331N 11204W  1445   
725788 MCCALL                                       ID US  4453N 11606W  1531   
725825 ELKO                                         NV US  4050N 11547W  1565   
725830 WINNEMUCCA                                   NV US  4054N 11748W  1315   
725845 BLUE CANYON                                  CA US  3917N 12043W  1611   
725867 BURLEY                                       ID US  4233N 11346W  1265   
725895 KLAMATH FALLS                                OR US  4209N 12144W  1247   
725910 RED BLUFF                                    CA US  4009N 12215W   108   
725920 REDDING (725915)                             CA US  4030N 12218W   153   
725945 ARCATA/EUREKA                                CA US  4059N 12406W    66   
725957 MOUNT SHASTA                                 CA US  4119N 12219W  1080   
725970 MEDFORD                                      OR US  4222N 12252W   405   
725975 SEXTON SUMMIT                                OR US  4237N 12322W  1171   
726050 CONCORD                                      NH US  4312N 07130W   105   
726055 PORTSMOUTH: PEASE AFB                        NH US  4305N 07049W    31   
726060 PORTLAND                                     ME US  4339N 07019W    19   
726088 BANGOR (726071)                              ME US  4448N 06850W    59   
726116 LEBANON                                      NH US  4338N 07218W   182   
726130 MOUNT WASHINGTON                             NH US  4416N 07118W  1910   
726145 MONTPELIER/BARRE                             VT US  4412N 07234W   355   
726170 BURLINGTON                                   VT US  4428N 07309W   104   
726185 AUGUSTA                                      ME US  4419N 06948W   107   
726223 MASSENA (726221)                             NY US  4456N 07451W    65   
726225 PLATTSBURGH: AFB                             NY US  4439N 07328W    72   
726227 WATERTOWN                                    NY US  4400N 07601W    99   
726350 GRAND RAPIDS                                 MI US  4253N 08531W   245   
726357 KALAMAZOO                                    MI US  4214N 08533W   266   
726360 MUSKEGON                                     MI US  4310N 08615W   193   
726370 FLINT                                        MI US  4258N 08345W   233   
726375 PONTIAC/OAKLAND                              MI US  4240N 08325W   299   
726379 SAGINAW                                      MI US  4332N 08405W   204   
726387 TRAVERSE CITY                                MI US  4444N 08535W   190   
726390 ALPENA                                       MI US  4504N 08334W   211   
726395 OSCODA: WURTSMITH AFB                        MI US  4427N 08324W   193   
726399 SEUL CHOIX POINT                             MI US  4555N 08555W   180   
726400 MILWAUKEE                                    WI US  4257N 08754W   211   
726410 MADISON                                      WI US  4308N 08920W   264   
726430 LA CROSSE                                    WI US  4352N 09115W   202   
726435 EAU CLAIRE                                   WI US  4452N 09129W   276   
726440 ROCHESTER                                    MN US  4355N 09230W   402   
726450 GREEN BAY                                    WI US  4429N 08808W   214   
726456 OSHKOSH                                      WI US  4359N 08833W   246   
726463 WAUSAU (726460: 726461)                      WI US  4456N 08938W   366   
726500 SPENCER                                      IA US  4310N 09509W   408   
726510 SIOUX FALLS                                  SD US  4335N 09644W   435   
726530 CHAMBERLAIN                                  SD US  4348N 09919W   530   
726540 HURON                                        SD US  4423N 09813W   393   
726546 WATERTOWN                                    SD US  4455N 09709W   533   
726550 SAINT CLOUD                                  MN US  4533N 09404W   312   
726556 REDWOOD FALLS                                MN US  4433N 09505W   312   
726557 ALEXANDRIA                                   MN US  4552N 09524W   434   
726580 MINNEAPOLIS-ST. PAUL                         MN US  4453N 09313W   255   
726590 ABERDEEN                                     SD US  4527N 09826W   396   
726620 RAPID CITY                                   SD US  4403N 10304W   966   
726650 GILLETTE                                     WY US  4421N 10532W  1230   
726660 SHERIDAN                                     WY US  4446N 10658W  1209   
726665 WORLAND                                      WY US  4358N 10757W  1294   
726686 PIERRE                                       SD US  4423N 10017W   531   
726700 CODY                                         WY US  4431N 10901W  1553   
726710 BIG PINEY                                    WY US  4234N 11006W  2124   
726770 BILLINGS                                     MT US  4548N 10832W  1088   
726776 LEWISTOWN                                    MT US  4703N 10928W  1270   
726785 BUTTE                                        MT US  4557N 11230W  1690   
726797 BOZEMAN                                      MT US  4547N 11109W  1364   
726810 BOISE                                        ID US  4334N 11613W   874   
726815 MOUNTAIN HOME: AFB                           ID US  4303N 11552W   913   
726830 BURNS (726838)                               OR US  4334N 11903W  1271   
726835 REDMOND                                      OR US  4415N 12109W   938   
726880 PENDLETON                                    OR US  4541N 11851W   456   
726885 MEACHAM                                      OR US  4531N 11824W  1236   
726886 BAKER CITY                                   OR US  4450N 11749W  1027   
726917 NORTH BEND                                   OR US  4325N 12415W     4   
726930 EUGENE                                       OR US  4407N 12313W   114   
726940 SALEM                                        OR US  4455N 12300W    61   
726980 PORTLAND                                     OR US  4536N 12236W    12   
726986 HILLSBORO                                    OR US  4532N 12257W    62   
727120 CARIBOU                                      ME US  4652N 06801W   190   
727125 LIMESTONE: LORING AFB                        ME US  4657N 06753W   227   
727340 SAULT STE. MARIE                             MI US  4628N 08422W   221   
727347 PELLSTON                                     MI US  4534N 08448W   219   
727430 MARQUETTE/ISHPEMING: AIRPORT                 MI US  4632N 08733W   434   
727435 MARQUETTE/GWINN: K. I. SAWYER AFB            MI US  4621N 08724W   372   
727440 HANCOCK                                      MI US  4710N 08830W   329   
727450 DULUTH                                       MN US  4650N 09211W   432   
727455 HIBBING                                      MN US  4723N 09250W   412   
727470 INTERNATIONAL FALLS                          MN US  4834N 09323W   361   
727500 BRAINERD: PEQUOT LAKES                       MN US  4636N 09419W   390   
727530 FARGO                                        ND US  4654N 09648W   274   
727535 JAMESTOWN                                    ND US  4656N 09841W   457   
727554 TOFTE                                        MN US  4735N 09050W   241   
727575 GRAND FORKS: AFB                             ND US  4758N 09724W   278   
727580 DEVILS LAKE                                  ND US  4806N 09852W   443   
727640 BISMARCK                                     ND US  4646N 10045W   506   
727645 DICKINSON                                    ND US  4648N 10248W   789   
727650 ROSEGLEN                                     ND US  4745N 10150W   624   
727670 WILLISTON                                    ND US  4811N 10338W   581   
727675 MINOT: AFB                                   ND US  4825N 10121W   508   
727676 MINOT: INT'L AIRPORT                         ND US  4816N 10117W   523   
727680 GLASGOW                                      MT US  4813N 10637W   700   
727720 HELENA                                       MT US  4636N 11200W  1188   
727730 MISSOULA                                     MT US  4655N 11405W   972   
727750 GREAT FALLS: INT'L AIRPORT                   MT US  4729N 11122W  1115   
727755 GREAT FALLS: MALMSTROM AFB                   MT US  4730N 11111W  1075   
727770 HAVRE                                        MT US  4833N 10946W   792   
727790 KALISPELL                                    MT US  4818N 11416W   906   
727796 CUT BANK                                     MT US  4836N 11222W  1175   
727810 YAKIMA                                       WA US  4634N 12032W   325   
727815 STAMPEDE PASS                                WA US  4717N 12120W  1209   
727825 WENATCHEE                                    WA US  4724N 12012W   379   
727827 MOSES LAKE                                   WA US  4712N 11919W   361   
727830 LEWISTON                                     ID US  4623N 11701W   438   
727833 CHALLIS                                      ID US  4431N 11413W  1546   
727836 MULLAN                                       ID US  4728N 11548W  1011   
727840 HANFORD                                      WA US  4634N 11936W   223   
727845 PASCO                                        WA US  4616N 11907W   124   
727846 WALLA WALLA                                  WA US  4606N 11817W   367   
727855 SPOKANE: FAIRCHILD AFB                       WA US  4737N 11739W   750   
727910 ASTORIA                                      OR US  4609N 12353W     7   
727920 OLYMPIA                                      WA US  4658N 12254W    61   
727930 SEATTLE: INT'L AIRPORT                       WA US  4727N 12218W   137   
727970 QUILLAYUTE                                   WA US  4757N 12433W    62   
727976 BELLINGHAM                                   WA US  4848N 12232W    48   
742060 TACOMA: MCCHORD AFB                          WA US  4708N 12229W    98   
742300 MILES CITY (726675)                          MT US  4626N 10552W   801   
743920 BRUNSWICK: NAS                               ME US  4353N 06956W    23   
743945 MANCHESTER                                   NH US  4256N 07126W    71   
744600 MARSEILLES                                   IL US  4122N 08841W   225   
744860 NEW YORK: JOHN F KENNEDY AIRPORT             NY US  4039N 07347W     7   
744865 WESTHAMPTON BEACH                            NY US  4051N 07238W    20   
744900 BEDFORD: HANSCOM AFB                         MA US  4228N 07117W    41   
744910 SPRINGFIELD/CHICOPEE: WESTOVER AFB           MA US  4212N 07232W    75   
745060 ALAMEDA: NAS                                 CA US  3747N 12219W     4   
745090 MOUNTAIN VIEW: MOFFET NAS                    CA US  3725N 12203W    12   
745160 FAIRFIELD: TRAVIS AFB                        CA US  3816N 12156W    19   
745700 DAYTON: WRIGHT-PATERSON AFB                  OH US  3950N 08403W   251   
745940 CAMP SPRINGS: ANDREWS AFB                    MD US  3849N 07652W    86   
745980 HAMPTON: LANGLEY AFB                         VA US  3705N 07622W     3   
746710 FORT CAMPBELL: AAF                           KY US  3640N 08730W   174   
746716 BOWLING GREEN                                KY US  3658N 08625W   167   
746930 FAYETTEVILLE: FORT BRAGG                     NC US  3508N 07856W    74   
747020 LEMOORE: REEVES NAS                          CA US  3620N 11957W    72   
747188 BLYTHE                                       CA US  3337N 11443W   121   
747300 SANDERSON                                    TX US  3010N 10225W   865   
747320 ALAMOGORDO: HOLLOMAN AFB                     NM US  3251N 10606W  1248   
747400 JUNCTION                                     TX US  3030N 09946W   522   
747540 ALEXANDRIA: ENGLAND AFB                      LA US  3120N 09233W    27   
747686 BILOXI: KEESLER AFB                          MS US  3025N 08855W    10   
747750 PANAMA CITY: TYNDALL AFB                     FL US  3004N 08535W     5   
747770 VALPARAISO: HURLBURT FIELD                   FL US  3026N 08641W    12   
747810 VALDOSTA: MOODY AFB (722167)                 GA US  3058N 08312W    71   
747900 SUMTER: SHAW AFB                             SC US  3358N 08028W    74   
747910 MYRTLE BEACH: AFB                            SC US  3341N 07856W     8   
747946 CAPE CANAVERAL:NASA SHUTTLE FCLTY (747945)   FL US  2837N 08043W     3   
760013 TIJUANA (760011)                                MX  3233N 11658W   152   
760053 MEXICALI (760051)                               MX  3238N 11700W    22   
762580 CIUDAD OBREGON                                  MX  2729N 10956W    43   
763820 TORREON (763825)                                MX  2534N 10325W  1130   
763940 MONTERREY                                       MX  2552N 10014W   448   
764055 LA PAZ                                          MX  2404N 11022W    21   
764120 CULIACAN (764125)                               MX  2447N 10726W    33   
764593 MAZATLAN (764591)                               MX  2310N 10616W    10   
765493 TAMPICO (765491:765494)                         MX  2217N 09752W    24   
765906 CANCUN (765905)                                 MX  2101N 08652W     5   
766013 PUERTO VALLARTA (766010:766014)                 MX  2041N 10515W     6   
766133 GUADALAJARA (766131:766123)                     MX  2040N 10323W  1551   
766340 TULANCINGO (766342: 766343)                     MX  2005N 09822W  2181   
766440 MERIDA                                          MX  2059N 08939W    10   
766790 MEXICO CITY                                     MX  1926N 09905W  2234   
766910 VERACRUZ                                        MX  1912N 09608W    14   
767410 COATZACOALCOS (767810)                          MX  1809N 09425W    34   
767433 VILLAHERMOSA (767441)                           MX  1801N 09257W    33   
767500 CHETUMAL                                        MX  1830N 08818W    12   
768056 ACAPULCO                                        MX  1646N 09945W     5   
768430 TUXTLA GUTIERREZ                                MX  1645N 09307W   528   
780160 HAMILTON: BERMUDA NAS                           BE  3222N 06441W     3   
780730 NASSAU                                          BA  2503N 07728W     7   
782240 HAVANA                                          CU  2259N 08224W    59   
783670 GUANTANAMO                                      CU  1954N 07509W    17   
783880 MONTEGO BAY                                     JM  1830N 07755W     3   
783970 KINGSTON                                        JM  1756N 07647W     9   
784860 SANTO DOMINGO                                   DR  1826N 06953W    14   
785260 SAN JUAN                                        PU  1826N 06600W    19   
785350 CIEBA: ROOSEVELT ROADS NAS                      PU  1815N 06538W    12   
787080 SAN PEDRO SULA                                  HO  1527N 08756W    31   
787200 TEGUCIGALPA                                     HO  1403N 08713W   994   
787620 SAN JOSE                                        CS  1000N 08413W   931   
787920 TOCUMEN                                         PM  0903N 07922W    11   
788060 PANAMA                                          PM  0855N 07936W    16   
789250 FORT-DE-FRANCE                                  MR  1436N 06100W     4   
789540 BRIDGETOWN                                      BR  1304N 05929W    56   
789700 PORT OF SPAIN                                   TD  1037N 06121W    15   
789880 WILLEMSTAD                                      NU  1212N 06858W    67   
800220 CARTAGENA                                       CO  1027N 07531W     1   
800280 BARRANQUILLA                                    CO  1054N 07446W    10   
802220 BOGOTA                                          CO  0442N 07408W  2548   
802590 CALI                                            CO  0333N 07623W   969   
804150 CARACAS                                         VN  1036N 06659W    48   
812020 NICKERIE                                        SM  0557N 05702W     2   
812250 PARAMARIBO                                      SM  0527N 05512W    15   
820220 BOA VISTA                                       BZ  0250N 06042W   140   
821110 MANAUS: EDUARDO GOMES INT'L                     BZ  0302S 06003W     2   
821930 BELEM                                           BZ  0123S 04829W    16   
822440 SANTAREM                                        BZ  0226S 05443W    72   
822810 SAO LUIS                                        BZ  0236S 04414W    53   
823320 MANAUS: PONTA PELADA                            BZ  0309S 05959W    84   
823980 FORTALEZA                                       BZ  0347S 03832W    25   
824000 ARCHIPELAGO DE FERNANDO DE NORONHA              BZ  0351S 03225W    56   
825790 TERESINA                                        BZ  0503S 04249W    69   
825990 NATAL                                           BZ  0555S 03515W    52   
828240 PORTO VELHO                                     BZ  0846S 06355W    88   
828990 RECIFE                                          BZ  0804S 03451W    19   
829930 MACEIO                                          BZ  0931S 03547W   115   
832480 SALVADOR                                        BZ  1254S 03820W     6   
833780 BRASILIA                                        BZ  1552S 04756W  1061   
834240 GOIANIA                                         BZ  1638S 04913W   747   
834970 CARAVELAS                                       BZ  1738S 03915W     4   
835760 UBERABA                                         BZ  1947S 04758W   807   
836120 CAMPO GRANDE                                    BZ  2028S 05440W   556   
836490 VITORIA                                         BZ  2016S 04017W     4   
837210 CAMPINAS                                        BZ  2300S 04708W   661   
837460 RIO DE JANEIRO: GALEAO                          BZ  2249S 04315W     6   
837550 RIO DE JANEIRO: SANTOS DUMONT                   BZ  2254S 04310W     3   
837680 LONDRINA                                        BZ  2320S 05108W   570   
837800 SAO PAULO                                       BZ  2337S 04639W   803   
838400 CURITIBA                                        BZ  2531S 04910W   908   
838990 FLORIANOPOLIS                                   BZ  2740S 04833W     5   
839710 PORTO ALEGRE                                    BZ  3000S 05111W     3   
840710 QUITO                                           EQ  0009S 07829W  2812   
842030 GUAYAQUIL                                       EQ  0209S 07953W     9   
843770 IQUITOS                                         PR  0345S 07315W   126   
843900 TALARA                                          PR  0434S 08115W    90   
845150 PUCALLPA                                        PR  0825S 07436W   149   
846280 LIMA                                            PR  1200S 07707W    13   
846860 CUZCO                                           PR  1333S 07159W  3249   
846910 PISCO                                           PR  1345S 07617W     7   
847210 SAN JUAN                                        PR  1523S 07510W    60   
847520 AREQUIPA                                        PR  1619S 07133W  2520   
851540 TRINIDAD                                        BO  1451S 06457W   157   
852010 LA PAZ                                          BO  1631S 06811W  4014   
852230 COCHABAMBA                                      BO  1727S 06606W  2531   
854060 ARICA                                           CH  1820S 07020W    59   
854180 IQUIQUE                                         CH  2032S 07011W    52   
854420 ANTOFAGASTA                                     CH  2326S 07026W   120   
854690 EASTER ISLAND                                   CH  2709S 10925W    47   
854880 LA SERENA                                       CH  2955S 07112W   146   
855740 SANTIAGO                                        CH  3323S 07047W   476   
856290 CURICO                                          CH  3458S 07114W   242   
856820 CONCEPCION                                      CH  3646S 07303W    16   
857430 TEMUCO                                          CH  3845S 07238W   120   
857990 PUERTO MONTT                                    CH  4125S 07305W    86   
858740 BALMACEDA                                       CH  4555S 07141W   524   
859340 PUNTA ARENAS                                    CH  5300S 07051W    37   
862180 ASUNCION                                        PY  2516S 05738W   101   
863600 SALTO                                           UY  3123S 05757W    34   
864600 PASO DE LOS TOROS                               UY  3248S 05631W    75   
865000 TREINTA-Y-TRES                                  UY  3313S 05423W    46   
865600 COLONIA DEL SACRAMENTO                          UY  3427S 05750W    23   
865650 ROCHA                                           UY  3429S 05418W    18   
865800 MONTEVIDEO                                      UY  3450S 05600W    32   
870470 SALTA                                           AG  2451S 06529W  1216   
871210 SAN MIGUEL DE TUCUMAN                           AG  2651S 06506W   450   
871550 RESISTENCIA                                     AG  2727S 05903W    52   
871620 FORMOSA                                         AG  2612S 05814W    60   
871780 POSADAS                                         AG  2722S 05558W   125   
872700 RECONQUISTA                                     AG  2911S 05940W    53   
872890 PASO DE LOS LIBRES                              AG  2941S 05709W    70   
873110 SAN JUAN                                        AG  3134S 06825W   598   
873440 CORDOBA                                         AG  3119S 06413W   474   
874180 MENDOZA                                         AG  3250S 06847W   704   
874670 MARCOS JUAREZ                                   AG  3242S 06209W   114   
874800 ROSARIO                                         AG  3255S 06047W    25   
875480 JUNIN                                           AG  3433S 06057W    81   
875760 BUENOS AIRES                                    AG  3449S 05832W    20   
878600 COMODORO RIVADAVIA                              AG  4547S 06730W    46   
879250 RIO GALLEGOS                                    AG  5137S 06917W    19   
889680 SOUTH ORKNEY ISLANDS                            AG  6045S 04443W     6   
910660 MIDWAY ISLAND: NAF                              US  2813N 17722W     4   
911650 LIHUE                                        HI US  2159N 15921W    45   
911760 KANEOHE: MCAS                                HI US  2127N 15746W     3   
911780 EWA: BARBERS POINT NAS                       HI US  2119N 15804W    15   
911820 HONOLULU                                     HI US  2121N 15756W     5   
911860 MOLOKAI                                      HI US  2109N 15706W   137   
911900 KAHULUI                                      HI US  2054N 15626W    20   
912180 ANDERSEN AFB (GUAM)                             GM  1335N 14456E   185   
